ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age Category,Purchased Bike
20076,Single,Female,10000,2,High School,Manual,Yes,2,1-2 Miles,North America,53,MIDDLE,Yes
24496,Single,Female,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,ADULT,Yes
15468,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,35,MIDDLE,No
28031,Single,Female,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,59,MIDDLE,Yes
26270,Single,Female,20000,2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,MIDDLE,No
22221,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,48,MIDDLE,Yes
28228,Single,Female,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,MIDDLE,No
18363,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,ADULT,Yes
23256,Single,Male,30000,1,High School,Clerical,No,1,5-10 Miles,North America,52,MIDDLE,No
12768,Married,Male,30000,1,High School,Clerical,Yes,1,2-5 Miles,North America,52,MIDDLE,Yes
20361,Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,69,OLD,No
21306,Single,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,51,MIDDLE,No
13382,Married,Male,70000,5,Partial College,Professional,Yes,2,1-2 Miles,North America,57,MIDDLE,Yes
20310,Single,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,ADULT,Yes
22971,Single,Female,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,25,ADULT,Yes
15287,Single,Female,50000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,MIDDLE,Yes
15532,Single,Male,60000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,MIDDLE,Yes
11255,Married,Male,70000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,73,OLD,No
28090,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,ADULT,No
15255,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,ADULT,Yes
13154,Married,Male,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,ADULT,Yes
26778,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,MIDDLE,No
23248,Married,Female,10000,2,High School,Manual,Yes,2,1-2 Miles,North America,53,MIDDLE,No
21417,Single,Female,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,32,MIDDLE,Yes
17668,Single,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,MIDDLE,Yes
27994,Married,Female,40000,4,High School,Professional,Yes,2,5-10 Miles,North America,69,OLD,No
20376,Single,Female,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,52,MIDDLE,Yes
25954,Married,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,31,MIDDLE,No
15749,Single,Female,70000,4,Bachelors,Management,Yes,2,More than 10 miles,North America,61,OLD,No
25899,Married,Female,70000,2,High School,Professional,Yes,2,More than 10 miles,North America,53,MIDDLE,No
13351,Single,Female,70000,4,Bachelors,Management,Yes,2,1-2 Miles,North America,62,OLD,Yes
23333,Married,Male,40000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,30,MIDDLE,No
21660,Married,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,MIDDLE,Yes
17012,Married,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,42,MIDDLE,Yes
24514,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,30,MIDDLE,No
27505,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,MIDDLE,No
29243,Single,Male,110000,1,Bachelors,Management,Yes,1,5-10 Miles,North America,43,MIDDLE,No
26582,Married,Male,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,MIDDLE,Yes
14271,Married,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,32,MIDDLE,No
23041,Single,Female,70000,4,High School,Professional,Yes,0,5-10 Miles,North America,50,MIDDLE,Yes
29048,Single,Male,110000,2,Bachelors,Management,No,3,0-1 Miles,North America,37,MIDDLE,Yes
24433,Married,Male,70000,3,High School,Professional,No,1,1-2 Miles,North America,52,MIDDLE,Yes
15501,Married,Male,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,MIDDLE,Yes
13911,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,MIDDLE,Yes
20421,Single,Female,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,26,ADULT,No
16009,Single,Male,170000,1,Graduate Degree,Management,No,4,0-1 Miles,North America,66,OLD,No
18411,Married,Male,60000,2,High School,Professional,No,2,5-10 Miles,North America,51,MIDDLE,No
19163,Married,Female,70000,4,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,MIDDLE,Yes
18572,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,39,MIDDLE,No
27540,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,37,MIDDLE,Yes
19889,Single,Female,70000,2,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54,MIDDLE,Yes
12922,Single,Female,60000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,MIDDLE,Yes
18891,Married,Female,40000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,28,ADULT,No
16773,Married,Male,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,MIDDLE,No
19143,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,MIDDLE,Yes
23882,Single,Female,80000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,MIDDLE,Yes
11233,Married,Male,70000,4,Partial College,Professional,Yes,2,More than 10 miles,North America,53,MIDDLE,No
12056,Married,Male,120000,2,Graduate Degree,Management,Yes,3,5-10 Miles,North America,64,OLD,No
15555,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,MIDDLE,Yes
18423,Single,Male,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52,MIDDLE,No
22743,Married,Female,40000,5,High School,Professional,Yes,2,More than 10 miles,North America,60,OLD,No
25343,Single,Female,20000,3,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,MIDDLE,No
13390,Married,Female,70000,4,Partial College,Professional,No,1,1-2 Miles,North America,56,MIDDLE,No
17482,Single,Female,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29,ADULT,No
13176,Single,Male,130000,0,Graduate Degree,Management,No,2,0-1 Miles,North America,38,MIDDLE,Yes
20504,Married,Female,40000,5,High School,Professional,No,2,2-5 Miles,North America,60,OLD,No
12205,Single,Female,130000,2,Bachelors,Management,No,4,0-1 Miles,North America,67,OLD,No
16751,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,MIDDLE,Yes
21613,Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,MIDDLE,Yes
24801,Single,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,MIDDLE,Yes
17519,Married,Female,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,MIDDLE,No
18347,Single,Female,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,31,MIDDLE,No
29052,Single,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,ADULT,No
11745,Married,Female,60000,1,Bachelors,Professional,Yes,1,0-1 Miles,North America,47,MIDDLE,Yes
19147,Married,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,42,MIDDLE,No
19217,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,MIDDLE,No
15839,Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,MIDDLE,No
13714,Married,Female,20000,2,High School,Manual,No,2,1-2 Miles,North America,53,MIDDLE,Yes
22330,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,MIDDLE,Yes
18783,Single,Male,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,MIDDLE,Yes
25041,Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,MIDDLE,No
22046,Single,Female,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,MIDDLE,Yes
28052,Married,Male,60000,2,High School,Professional,Yes,2,More than 10 miles,North America,55,MIDDLE,No
26693,Married,Male,70000,3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,MIDDLE,No
24955,Single,Male,30000,5,Partial High School,Skilled Manual,Yes,3,More than 10 miles,North America,60,OLD,Yes
26065,Single,Female,110000,3,Bachelors,Management,No,4,1-2 Miles,North America,42,MIDDLE,No
13942,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,MIDDLE,No
11219,Married,Male,60000,2,High School,Professional,Yes,2,More than 10 miles,North America,55,MIDDLE,No
22118,Single,Female,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,MIDDLE,Yes
23197,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,40,MIDDLE,No
14883,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,1,5-10 Miles,North America,53,MIDDLE,Yes
27279,Single,Female,70000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,MIDDLE,Yes
18322,Single,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,26,ADULT,No
15879,Married,Male,70000,5,Bachelors,Management,Yes,2,2-5 Miles,North America,61,OLD,No
28278,Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,71,OLD,No
24416,Married,Male,90000,4,High School,Professional,Yes,2,1-2 Miles,North America,45,MIDDLE,No
28066,Married,Male,80000,2,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,MIDDLE,Yes
11275,Married,Female,80000,4,Graduate Degree,Management,Yes,2,0-1 Miles,North America,72,OLD,Yes
14872,Married,Male,30000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,MIDDLE,No
16151,Married,Female,60000,1,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,MIDDLE,Yes
19731,Married,Male,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,68,OLD,No
23801,Married,Female,20000,2,Partial High School,Clerical,Yes,2,0-1 Miles,North America,49,MIDDLE,No
11807,Married,Male,70000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,MIDDLE,No
11622,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,MIDDLE,No
26597,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,MIDDLE,No
27074,Married,Female,70000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,MIDDLE,Yes
19228,Married,Female,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,North America,48,MIDDLE,No
13415,Single,Male,100000,1,Graduate Degree,Management,Yes,3,2-5 Miles,North America,73,OLD,Yes
17000,Single,Female,70000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43,MIDDLE,Yes
14569,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,MIDDLE,No
13873,Married,Male,70000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,MIDDLE,Yes
20401,Married,Female,50000,4,Bachelors,Management,Yes,2,1-2 Miles,North America,64,OLD,Yes
21583,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,MIDDLE,Yes
12029,Married,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,ADULT,No
18066,Single,Male,70000,5,Bachelors,Management,Yes,3,More than 10 miles,North America,60,OLD,Yes
28192,Married,Female,70000,5,Graduate Degree,Professional,Yes,3,More than 10 miles,North America,46,MIDDLE,No
16122,Married,Male,40000,4,High School,Skilled Manual,Yes,2,0-1 Miles,North America,44,MIDDLE,Yes
18607,Single,Female,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,MIDDLE,Yes
28858,Single,Male,80000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,MIDDLE,No
14432,Single,Male,90000,4,Graduate Degree,Management,Yes,1,5-10 Miles,North America,73,OLD,No
26305,Single,Female,60000,2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,36,MIDDLE,Yes
22050,Single,Male,90000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,MIDDLE,Yes
25394,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,MIDDLE,Yes
19747,Married,Male,50000,4,Bachelors,Management,Yes,2,More than 10 miles,North America,63,OLD,No
23195,Single,Male,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,MIDDLE,Yes
21695,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39,MIDDLE,Yes
13934,Married,Male,40000,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,46,MIDDLE,No
13337,Married,Female,80000,5,Bachelors,Management,Yes,2,5-10 Miles,North America,64,OLD,No
27190,Married,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,32,MIDDLE,No
28657,Single,Male,60000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,MIDDLE,Yes
21713,Single,Male,80000,5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,MIDDLE,No
21752,Married,Male,60000,3,Graduate Degree,Management,Yes,2,More than 10 miles,North America,64,OLD,No
27273,Single,Male,70000,3,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,MIDDLE,Yes
22719,Single,Male,110000,3,Bachelors,Management,Yes,4,2-5 Miles,North America,40,MIDDLE,Yes
22042,Married,Female,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,MIDDLE,Yes
21451,Married,Female,40000,4,High School,Professional,Yes,2,More than 10 miles,North America,61,OLD,No
20754,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,51,MIDDLE,No
12153,Single,Female,70000,3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,MIDDLE,Yes
16895,Married,Female,40000,3,Partial College,Professional,No,2,1-2 Miles,North America,54,MIDDLE,Yes
26728,Single,Male,70000,3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,MIDDLE,Yes
11090,Single,Male,90000,2,Partial College,Professional,Yes,1,2-5 Miles,North America,48,MIDDLE,Yes
15862,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,MIDDLE,Yes
26495,Single,Female,40000,2,High School,Professional,Yes,2,More than 10 miles,North America,57,MIDDLE,No
11823,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,39,MIDDLE,No
23449,Married,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,48,MIDDLE,No
23459,Married,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,50,MIDDLE,No
19543,Married,Male,70000,5,Graduate Degree,Professional,No,3,More than 10 miles,North America,47,MIDDLE,No
14914,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,MIDDLE,Yes
12033,Single,Female,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,ADULT,Yes
11941,Single,Male,60000,0,Partial College,Skilled Manual,Yes,0,5-10 Miles,North America,29,ADULT,No
14389,Married,Male,60000,2,Bachelors,Management,Yes,0,2-5 Miles,North America,59,MIDDLE,No
18050,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,MIDDLE,Yes
19856,Married,Female,60000,4,Bachelors,Management,Yes,2,2-5 Miles,North America,60,OLD,No
11663,Married,Male,70000,4,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,MIDDLE,Yes
27740,Married,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,ADULT,No
23455,Single,Male,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,MIDDLE,No
15292,Single,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,35,MIDDLE,No
21587,Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,MIDDLE,Yes
23513,Married,Female,40000,3,Partial College,Professional,Yes,2,5-10 Miles,North America,54,MIDDLE,No
24322,Married,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,MIDDLE,No
26298,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34,MIDDLE,Yes
25419,Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,MIDDLE,Yes
13343,Married,Female,90000,5,Bachelors,Management,Yes,2,1-2 Miles,North America,63,OLD,Yes
11303,Single,Female,90000,4,High School,Professional,No,3,1-2 Miles,North America,45,MIDDLE,Yes
21693,Single,Female,60000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,MIDDLE,No
28056,Married,Male,70000,2,Partial High School,Skilled Manual,Yes,2,More than 10 miles,North America,53,MIDDLE,No
11788,Single,Female,70000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,MIDDLE,No
22296,Married,Male,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,38,MIDDLE,No
15319,Married,Female,70000,4,Bachelors,Management,No,1,1-2 Miles,North America,59,MIDDLE,No
17654,Single,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,30,MIDDLE,Yes
14662,Married,Male,60000,1,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,MIDDLE,Yes
17541,Married,Female,40000,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,43,MIDDLE,No
13886,Married,Female,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,MIDDLE,Yes
13073,Married,Female,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,30,MIDDLE,No
21940,Married,Male,90000,5,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,47,MIDDLE,Yes
20196,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,MIDDLE,Yes
23491,Single,Male,100000,0,Partial College,Professional,No,4,1-2 Miles,North America,45,MIDDLE,No
16651,Married,Female,120000,2,Bachelors,Management,Yes,3,5-10 Miles,North America,62,OLD,No
16813,Married,Male,60000,2,Partial College,Professional,Yes,2,More than 10 miles,North America,55,MIDDLE,No
16007,Married,Female,90000,5,Bachelors,Management,Yes,2,1-2 Miles,North America,66,OLD,Yes
27434,Single,Male,70000,4,Partial College,Professional,Yes,1,More than 10 miles,North America,56,MIDDLE,No
27756,Single,Female,50000,3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40,MIDDLE,No
23818,Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,MIDDLE,Yes
19012,Married,Male,80000,3,Bachelors,Management,Yes,1,1-2 Miles,North America,56,MIDDLE,No
18329,Single,Male,30000,0,Partial High School,Clerical,No,2,5-10 Miles,North America,27,ADULT,No
29037,Married,Male,60000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,39,MIDDLE,No
26576,Married,Female,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,MIDDLE,No
12192,Single,Female,60000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,51,MIDDLE,No
14887,Married,Female,30000,1,High School,Clerical,Yes,1,5-10 Miles,North America,52,MIDDLE,No
11734,Married,Male,60000,1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,MIDDLE,No
17462,Married,Male,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,MIDDLE,Yes
20659,Married,Male,70000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,MIDDLE,Yes
28004,Married,Female,60000,3,Bachelors,Management,Yes,2,More than 10 miles,North America,66,OLD,No
19741,Single,Female,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,65,OLD,No
17450,Married,Male,80000,5,Partial College,Professional,Yes,3,5-10 Miles,North America,45,MIDDLE,No
17337,Single,Male,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,MIDDLE,No
18594,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,3,More than 10 miles,North America,40,MIDDLE,Yes
15982,Married,Male,110000,5,Partial College,Professional,Yes,4,2-5 Miles,North America,46,MIDDLE,No
28625,Single,Male,40000,2,Partial College,Clerical,No,1,1-2 Miles,North America,47,MIDDLE,Yes
11269,Married,Male,130000,2,Graduate Degree,Management,Yes,2,0-1 Miles,North America,41,MIDDLE,No
25148,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,48,MIDDLE,Yes
13920,Single,Female,50000,4,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,MIDDLE,No
23704,Single,Male,40000,5,High School,Professional,Yes,4,More than 10 miles,North America,60,OLD,Yes
28972,Single,Female,60000,3,Graduate Degree,Management,Yes,2,More than 10 miles,North America,66,OLD,No
22730,Married,Male,70000,5,Bachelors,Management,Yes,2,More than 10 miles,North America,63,OLD,No
29134,Married,Male,60000,4,Bachelors,Skilled Manual,No,3,More than 10 miles,North America,42,MIDDLE,No
14332,Single,Female,30000,0,High School,Skilled Manual,No,2,5-10 Miles,North America,26,ADULT,No
19117,Single,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,MIDDLE,Yes
22864,Married,Male,90000,2,Partial College,Professional,No,0,5-10 Miles,North America,49,MIDDLE,Yes
11292,Single,Male,150000,1,Partial College,Professional,No,3,0-1 Miles,North America,44,MIDDLE,Yes
13466,Married,Male,80000,5,Partial College,Professional,Yes,3,1-2 Miles,North America,46,MIDDLE,No
23731,Married,Male,60000,2,High School,Professional,Yes,2,2-5 Miles,North America,54,MIDDLE,Yes
28672,Single,Male,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,MIDDLE,Yes
11809,Married,Male,60000,2,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,38,MIDDLE,Yes
19664,Single,Male,100000,3,Bachelors,Management,No,3,1-2 Miles,North America,38,MIDDLE,No
12121,Single,Male,60000,3,High School,Professional,Yes,2,More than 10 miles,North America,53,MIDDLE,Yes
